date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_biometric,month,year
11/13/25,Maharashtra,Nagpur,440024,3,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,440027,0,1,0,1,11,2025
11/13/25,Maharashtra,Nagpur,441002,1,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441110,1,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441202,1,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,440023,2,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,440036,1,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,441103,0,1,0,1,11,2025
11/12/25,Maharashtra,Nagpur,441113,1,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,441302,1,0,1,1,11,2025
11/12/25,Maharashtra,Nagpur,441401,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440006,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440022,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440024,5,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440036,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441002,3,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441102,2,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441107,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441108,1,1,0,1,11,2025
11/11/25,Maharashtra,Nagpur,441204,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441401,3,1,0,1,11,2025
11/11/25,Maharashtra,Nagpur,441501,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440001,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440002,5,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440013,4,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440016,2,1,0,1,11,2025
11/16/25,Maharashtra,Nagpur,440032,2,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441122,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441202,2,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441203,4,1,0,1,11,2025
11/16/25,Maharashtra,Nagpur,441210,2,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441214,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441501,3,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,440002,3,2,0,2,11,2025
11/17/25,Maharashtra,Nagpur,440023,2,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,440024,2,1,0,1,11,2025
11/17/25,Maharashtra,Nagpur,440030,2,1,0,1,11,2025
11/17/25,Maharashtra,Nagpur,440035,5,1,0,1,11,2025
11/17/25,Maharashtra,Nagpur,441104,4,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441113,1,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441122,0,1,0,1,11,2025
11/17/25,Maharashtra,Nagpur,441501,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440010,3,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440025,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440027,7,2,0,2,11,2025
11/25/25,Maharashtra,Nagpur,441002,4,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441102,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441107,2,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441108,3,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441113,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441202,2,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441306,2,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441501,3,0,0,0,11,2025
12/15/25,Maharashtra,Nagpur,440001,4,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,440004,1,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,440010,5,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,440012,3,1,0,1,12,2025
12/15/25,Maharashtra,Nagpur,440015,5,2,0,2,12,2025
12/15/25,Maharashtra,Nagpur,440017,8,2,0,2,12,2025
12/15/25,Maharashtra,Nagpur,440018,5,3,0,3,12,2025
12/15/25,Maharashtra,Nagpur,440021,0,1,0,1,12,2025
12/15/25,Maharashtra,Nagpur,440026,11,2,0,2,12,2025
12/15/25,Maharashtra,Nagpur,440036,7,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,440037,2,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441103,3,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441110,6,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441122,1,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441123,2,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441210,4,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441303,1,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441304,2,0,0,0,12,2025
11/5/25,Maharashtra,Nagpur,440002,7,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,440015,2,1,0,1,11,2025
11/5/25,Maharashtra,Nagpur,440016,2,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,440024,4,2,0,2,11,2025
11/5/25,Maharashtra,Nagpur,441002,1,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,441111,2,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,441203,2,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440008,2,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440012,0,1,0,1,11,2025
11/6/25,Maharashtra,Nagpur,440015,1,1,0,1,11,2025
11/6/25,Maharashtra,Nagpur,440016,2,1,0,1,11,2025
11/6/25,Maharashtra,Nagpur,440023,3,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440035,3,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440037,0,2,0,2,11,2025
11/6/25,Maharashtra,Nagpur,441102,1,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,441111,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440009,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440014,2,1,0,1,11,2025
11/3/25,Maharashtra,Nagpur,440033,1,1,0,1,11,2025
11/3/25,Maharashtra,Nagpur,440035,2,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440036,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,441001,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,441111,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,441501,1,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,440026,6,2,0,2,11,2025
11/8/25,Maharashtra,Nagpur,441112,1,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,441304,1,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,441401,4,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440002,4,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440013,2,1,0,1,11,2025
11/7/25,Maharashtra,Nagpur,440015,2,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,441501,1,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,441502,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440001,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440002,5,1,0,1,11,2025
11/9/25,Maharashtra,Nagpur,440006,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440033,3,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440034,4,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440036,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,441104,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,441203,8,2,0,2,11,2025
11/9/25,Maharashtra,Nagpur,441302,1,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440003,1,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440025,5,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440032,1,1,0,1,11,2025
11/10/25,Maharashtra,Nagpur,440034,6,1,0,1,11,2025
11/10/25,Maharashtra,Nagpur,441002,4,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441108,5,2,0,2,11,2025
11/10/25,Maharashtra,Nagpur,441111,2,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441202,1,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441404,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440014,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440023,4,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440035,4,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,441001,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441002,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441108,2,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,441111,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441202,2,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,441203,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441306,1,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,440002,7,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,440008,17,3,0,3,11,2025
11/15/25,Maharashtra,Nagpur,440015,4,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,440023,13,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,440026,9,7,0,7,11,2025
11/15/25,Maharashtra,Nagpur,440030,5,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,440037,0,2,0,2,11,2025
11/15/25,Maharashtra,Nagpur,441002,4,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441102,4,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,441107,1,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441108,6,3,0,3,11,2025
11/15/25,Maharashtra,Nagpur,441109,1,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441202,7,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441302,3,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441304,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440006,2,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440014,7,1,0,1,11,2025
11/18/25,Maharashtra,Nagpur,441113,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441304,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440002,13,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440014,3,2,0,2,11,2025
11/19/25,Maharashtra,Nagpur,440026,11,5,0,5,11,2025
11/19/25,Maharashtra,Nagpur,440032,3,1,0,1,11,2025
11/19/25,Maharashtra,Nagpur,440035,11,1,0,1,11,2025
11/19/25,Maharashtra,Nagpur,441001,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441101,4,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441107,2,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441108,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441201,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441204,1,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441301,1,0,0,0,11,2025
12/21/25,Maharashtra,Nagpur,440002,2,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,440014,1,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,440027,3,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,440035,2,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441106,6,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441108,4,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441110,4,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441112,1,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441113,3,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441202,4,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441305,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440001,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440006,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440009,7,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440013,8,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440019,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440027,6,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440032,9,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440033,3,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440036,3,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441002,2,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441106,13,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441202,3,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440017,3,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440018,3,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440032,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440036,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441104,7,0,1,1,12,2025
12/24/25,Maharashtra,Nagpur,441105,8,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441110,2,0,2,2,12,2025
12/24/25,Maharashtra,Nagpur,441122,2,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441214,2,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441304,1,1,0,1,12,2025
12/25/25,Maharashtra,Nagpur,440013,1,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,440023,0,1,0,1,12,2025
12/25/25,Maharashtra,Nagpur,440030,1,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441002,1,0,1,1,12,2025
12/25/25,Maharashtra,Nagpur,441103,2,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441107,2,0,1,1,12,2025
12/23/25,Maharashtra,Nagpur,440006,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440025,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440027,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440035,6,1,0,1,12,2025
12/23/25,Maharashtra,Nagpur,441001,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441101,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441105,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441110,3,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441202,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441301,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441304,4,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440010,0,1,0,1,12,2025
12/26/25,Maharashtra,Nagpur,440012,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440017,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440033,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441101,2,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441122,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441302,4,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441501,3,0,0,0,12,2025
12/27/25,Maharashtra,Nagpur,440034,4,1,0,1,12,2025
12/27/25,Maharashtra,Nagpur,440037,0,1,0,1,12,2025
12/27/25,Maharashtra,Nagpur,441202,3,0,0,0,12,2025
12/27/25,Maharashtra,Nagpur,441204,2,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,440024,4,0,2,2,12,2025
12/29/25,Maharashtra,Nagpur,440025,3,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,440027,3,0,1,1,12,2025
12/29/25,Maharashtra,Nagpur,440034,7,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,440036,3,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,441202,1,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,441203,5,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,441305,2,0,0,0,12,2025
12/29/25,Maharashtra,Nagpur,441401,3,0,0,0,12,2025
12/28/25,Maharashtra,Nagpur,440009,3,0,0,0,12,2025
12/28/25,Maharashtra,Nagpur,440010,1,0,0,0,12,2025
12/28/25,Maharashtra,Nagpur,440013,2,0,0,0,12,2025
12/28/25,Maharashtra,Nagpur,440016,1,0,0,0,12,2025
1/1/26,Maharashtra,Nagpur,440002,10,1,1,2,1,2026
1/1/26,Maharashtra,Nagpur,440009,11,2,0,2,1,2026
1/1/26,Maharashtra,Nagpur,440018,7,1,0,1,1,2026
1/1/26,Maharashtra,Nagpur,440035,14,3,0,3,1,2026
1/1/26,Maharashtra,Nagpur,441101,2,0,0,0,1,2026
1/1/26,Maharashtra,Nagpur,441103,3,0,0,0,1,2026
1/1/26,Maharashtra,Nagpur,441104,6,1,0,1,1,2026
1/1/26,Maharashtra,Nagpur,441105,7,0,0,0,1,2026
1/1/26,Maharashtra,Nagpur,441203,17,3,0,3,1,2026
1/1/26,Maharashtra,Nagpur,441401,9,0,0,0,1,2026
12/31/25,Maharashtra,Nagpur,440002,5,2,0,2,12,2025
12/31/25,Maharashtra,Nagpur,440008,2,4,1,5,12,2025
12/31/25,Maharashtra,Nagpur,440015,0,3,0,3,12,2025
12/31/25,Maharashtra,Nagpur,440017,5,2,0,2,12,2025
12/31/25,Maharashtra,Nagpur,440034,6,2,0,2,12,2025
12/31/25,Maharashtra,Nagpur,441105,4,1,0,1,12,2025
12/31/25,Maharashtra,Nagpur,441111,1,0,0,0,12,2025
12/31/25,Maharashtra,Nagpur,441122,2,0,0,0,12,2025
12/31/25,Maharashtra,Nagpur,441214,2,0,0,0,12,2025
1/3/26,Maharashtra,Nagpur,440015,1,0,0,0,1,2026
1/3/26,Maharashtra,Nagpur,440035,1,1,0,1,1,2026
1/3/26,Maharashtra,Nagpur,441112,1,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,440033,2,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,440037,0,2,0,2,1,2026
1/2/26,Maharashtra,Nagpur,441002,1,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441101,3,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441103,4,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441112,2,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441113,2,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441210,3,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441306,2,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441401,10,0,0,0,1,2026
1/2/26,Maharashtra,Nagpur,441502,2,0,0,0,1,2026
6/9/25,Maharashtra,Nagpur,440007,1,0,0,0,6,2025
6/9/25,Maharashtra,Nagpur,440008,8,3,0,3,6,2025
6/9/25,Maharashtra,Nagpur,440012,0,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,440013,1,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,440014,3,2,0,2,6,2025
6/9/25,Maharashtra,Nagpur,440018,3,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,440022,0,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,440023,5,2,0,2,6,2025
6/9/25,Maharashtra,Nagpur,440024,5,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,440034,9,4,0,4,6,2025
6/9/25,Maharashtra,Nagpur,441002,3,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,441102,4,1,0,1,6,2025
6/9/25,Maharashtra,Nagpur,441110,4,0,0,0,6,2025
6/9/25,Maharashtra,Nagpur,441112,1,0,0,0,6,2025
6/9/25,Maharashtra,Nagpur,441203,5,4,0,4,6,2025
6/9/25,Maharashtra,Nagpur,441301,1,0,0,0,6,2025
6/10/25,Maharashtra,Nagpur,440009,1,2,0,2,6,2025
6/10/25,Maharashtra,Nagpur,440025,1,0,0,0,6,2025
6/10/25,Maharashtra,Nagpur,440026,5,4,0,4,6,2025
6/10/25,Maharashtra,Nagpur,441107,2,0,0,0,6,2025
6/10/25,Maharashtra,Nagpur,441110,6,0,0,0,6,2025
6/10/25,Maharashtra,Nagpur,441210,2,0,0,0,6,2025
6/10/25,Maharashtra,Nagpur,441401,6,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,440008,11,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,440009,5,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,440015,6,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,440017,4,1,1,2,6,2025
6/11/25,Maharashtra,Nagpur,440022,4,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,440026,7,7,0,7,6,2025
6/11/25,Maharashtra,Nagpur,440032,1,1,0,1,6,2025
6/11/25,Maharashtra,Nagpur,441102,3,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,441108,4,2,0,2,6,2025
6/11/25,Maharashtra,Nagpur,441113,3,0,0,0,6,2025
6/11/25,Maharashtra,Nagpur,441214,1,0,0,0,6,2025
6/12/25,Maharashtra,Nagpur,440001,2,0,0,0,6,2025
6/12/25,Maharashtra,Nagpur,440009,2,2,1,3,6,2025
6/12/25,Maharashtra,Nagpur,440017,7,7,0,7,6,2025
6/12/25,Maharashtra,Nagpur,440024,2,2,0,2,6,2025
6/12/25,Maharashtra,Nagpur,440034,11,2,0,2,6,2025
6/12/25,Maharashtra,Nagpur,441106,5,0,0,0,6,2025
6/12/25,Maharashtra,Nagpur,441204,0,0,1,1,6,2025
6/12/25,Maharashtra,Nagpur,441401,2,0,0,0,6,2025
6/13/25,Maharashtra,Nagpur,440017,5,2,2,4,6,2025
6/13/25,Maharashtra,Nagpur,440018,3,3,0,3,6,2025
6/13/25,Maharashtra,Nagpur,440027,4,0,0,0,6,2025
6/13/25,Maharashtra,Nagpur,441203,5,1,1,2,6,2025
6/13/25,Maharashtra,Nagpur,441210,2,0,1,1,6,2025
6/13/25,Maharashtra,Nagpur,441301,0,1,0,1,6,2025
6/13/25,Maharashtra,Nagpur,441404,1,0,0,0,6,2025
6/15/25,Maharashtra,Nagpur,440001,3,0,0,0,6,2025
6/15/25,Maharashtra,Nagpur,440009,4,2,0,2,6,2025
6/15/25,Maharashtra,Nagpur,441107,1,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,440009,3,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,440012,2,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,440025,1,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,440034,6,2,0,2,6,2025
6/16/25,Maharashtra,Nagpur,441102,1,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,441104,4,1,0,1,6,2025
6/16/25,Maharashtra,Nagpur,441105,3,0,0,0,6,2025
6/16/25,Maharashtra,Nagpur,441204,2,0,1,1,6,2025
6/16/25,Maharashtra,Nagpur,441302,4,1,0,1,6,2025
6/17/25,Maharashtra,Nagpur,440001,4,1,0,1,6,2025
6/17/25,Maharashtra,Nagpur,440010,2,1,0,1,6,2025
6/17/25,Maharashtra,Nagpur,440012,2,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,440015,0,3,0,3,6,2025
6/17/25,Maharashtra,Nagpur,440016,2,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,440017,9,7,0,7,6,2025
6/17/25,Maharashtra,Nagpur,440030,4,2,0,2,6,2025
6/17/25,Maharashtra,Nagpur,440032,2,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,440037,1,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,441002,3,1,0,1,6,2025
6/17/25,Maharashtra,Nagpur,441104,4,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,441122,4,0,0,0,6,2025
6/17/25,Maharashtra,Nagpur,441210,1,1,0,1,6,2025
6/14/25,Maharashtra,Nagpur,440009,2,0,0,0,6,2025
6/14/25,Maharashtra,Nagpur,440013,3,2,0,2,6,2025
6/14/25,Maharashtra,Nagpur,440021,1,0,0,0,6,2025
6/14/25,Maharashtra,Nagpur,440025,1,1,0,1,6,2025
6/14/25,Maharashtra,Nagpur,440027,2,2,0,2,6,2025
6/14/25,Maharashtra,Nagpur,440030,1,2,0,2,6,2025
6/14/25,Maharashtra,Nagpur,440033,3,0,0,0,6,2025
6/14/25,Maharashtra,Nagpur,441106,4,0,0,0,6,2025
6/14/25,Maharashtra,Nagpur,441303,1,0,0,0,6,2025
6/19/25,Maharashtra,Nagpur,440008,8,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,440009,5,2,1,3,6,2025
6/19/25,Maharashtra,Nagpur,440013,4,2,0,2,6,2025
6/19/25,Maharashtra,Nagpur,440015,6,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,440023,7,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,440024,9,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,440027,11,3,0,3,6,2025
6/19/25,Maharashtra,Nagpur,440030,2,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,441108,10,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,441110,7,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,441111,5,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,441202,4,1,0,1,6,2025
6/19/25,Maharashtra,Nagpur,441204,1,2,0,2,6,2025
6/19/25,Maharashtra,Nagpur,441502,3,0,0,0,6,2025
6/18/25,Maharashtra,Nagpur,440002,6,4,0,4,6,2025
6/18/25,Maharashtra,Nagpur,440008,9,8,0,8,6,2025
6/18/25,Maharashtra,Nagpur,440009,7,3,0,3,6,2025
6/18/25,Maharashtra,Nagpur,440012,1,0,0,0,6,2025
6/18/25,Maharashtra,Nagpur,440013,6,4,0,4,6,2025
6/18/25,Maharashtra,Nagpur,440034,3,1,0,1,6,2025
6/18/25,Maharashtra,Nagpur,440035,10,6,0,6,6,2025
6/18/25,Maharashtra,Nagpur,440037,0,1,0,1,6,2025
6/18/25,Maharashtra,Nagpur,441102,4,0,0,0,6,2025
9/1/25,Maharashtra,Nagpur,440014,3,0,0,0,9,2025
9/1/25,Maharashtra,Nagpur,440018,1,1,0,1,9,2025
9/1/25,Maharashtra,Nagpur,440022,1,0,0,0,9,2025
9/1/25,Maharashtra,Nagpur,440024,2,1,0,1,9,2025
9/1/25,Maharashtra,Nagpur,440036,0,1,0,1,9,2025
9/1/25,Maharashtra,Nagpur,441110,1,0,0,0,9,2025
9/1/25,Maharashtra,Nagpur,441111,2,1,0,1,9,2025
9/1/25,Maharashtra,Nagpur,441113,2,0,0,0,9,2025
9/1/25,Maharashtra,Nagpur,441501,1,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,440009,1,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,440017,5,1,1,2,9,2025
9/3/25,Maharashtra,Nagpur,440018,9,1,1,2,9,2025
9/3/25,Maharashtra,Nagpur,440025,1,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,440026,9,2,0,2,9,2025
9/3/25,Maharashtra,Nagpur,441002,2,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441101,2,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441104,4,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441108,3,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441204,2,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441401,7,0,0,0,9,2025
9/3/25,Maharashtra,Nagpur,441502,1,0,0,0,9,2025
