date     ,state       ,district ,pincode ,bio_age_5_17 ,bio_age_17_ ,total_biometric ,month ,year
7/17/25  ,Maharashtra ,Nagpur   , 440006 ,           4 ,          1 ,              5 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 440010 ,           3 ,          9 ,             12 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 440014 ,           3 ,         15 ,             18 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 440030 ,           2 ,         11 ,             13 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441106 ,          10 ,         64 ,             74 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441107 ,           7 ,         20 ,             27 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441110 ,          22 ,         23 ,             45 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441113 ,           2 ,         10 ,             12 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441122 ,           5 ,          8 ,             13 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441210 ,           8 ,         27 ,             35 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441301 ,           3 ,         16 ,             19 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441302 ,           9 ,         29 ,             38 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441305 ,           7 ,         12 ,             19 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441401 ,          12 ,         39 ,             51 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441404 ,           2 ,          3 ,              5 ,    7 ,2025
7/17/25  ,Maharashtra ,Nagpur   , 441502 ,           3 ,          0 ,              3 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440013 ,          10 ,         39 ,             49 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440015 ,           1 ,         10 ,             11 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440016 ,           0 ,          7 ,              7 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440017 ,          15 ,         30 ,             45 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440022 ,           2 ,         18 ,             20 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440027 ,           7 ,         22 ,             29 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440033 ,           1 ,          4 ,              5 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441109 ,           1 ,          6 ,              7 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441110 ,           4 ,         20 ,             24 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441112 ,           1 ,          8 ,              9 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441123 ,           2 ,          3 ,              5 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441204 ,           0 ,         14 ,             14 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441301 ,           3 ,          6 ,              9 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 441501 ,           8 ,         14 ,             22 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440006 ,           1 ,          0 ,              1 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440007 ,           1 ,          0 ,              1 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440010 ,           3 ,          2 ,              5 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440014 ,          10 ,          5 ,             15 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440023 ,          12 ,          7 ,             19 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440030 ,           5 ,          9 ,             14 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440035 ,           5 ,          4 ,              9 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441103 ,           0 ,          1 ,              1 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441302 ,           0 ,          1 ,              1 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 440010 ,           8 ,          9 ,             17 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 440025 ,           1 ,         10 ,             11 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 440037 ,           2 ,          3 ,              5 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441001 ,           2 ,          8 ,             10 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441002 ,          16 ,         41 ,             57 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441103 ,           5 ,         32 ,             37 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441104 ,           4 ,         15 ,             19 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441111 ,           5 ,         20 ,             25 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441122 ,           7 ,         12 ,             19 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441201 ,          11 ,         22 ,             33 ,    7 ,2025
7/21/25  ,Maharashtra ,Nagpur   , 441401 ,          14 ,         52 ,             66 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440001 ,           2 ,          8 ,             10 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440002 ,          13 ,         17 ,             30 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440003 ,           4 ,          3 ,              7 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440005 ,           1 ,          0 ,              1 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440009 ,          18 ,         21 ,             39 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440012 ,           1 ,          5 ,              6 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440016 ,           3 ,         13 ,             16 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440020 ,           0 ,          1 ,              1 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 440025 ,           5 ,         13 ,             18 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441101 ,           0 ,          2 ,              2 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441201 ,           1 ,          2 ,              3 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441203 ,           3 ,          1 ,              4 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441210 ,           2 ,          2 ,              4 ,    7 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441401 ,           3 ,          6 ,              9 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440003 ,           5 ,         10 ,             15 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440007 ,           1 ,          1 ,              2 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440010 ,           4 ,         13 ,             17 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440014 ,           5 ,         16 ,             21 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440021 ,           1 ,          1 ,              2 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440030 ,           7 ,         10 ,             17 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440033 ,           4 ,          7 ,             11 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440034 ,          17 ,         47 ,             64 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441110 ,          17 ,         30 ,             47 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441113 ,           5 ,         16 ,             21 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441122 ,           4 ,         11 ,             15 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441204 ,           9 ,         17 ,             26 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441303 ,           2 ,          4 ,              6 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 441305 ,           2 ,         16 ,             18 ,    7 ,2025
7/27/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          1 ,              1 ,    7 ,2025
7/27/25  ,Maharashtra ,Nagpur   , 440016 ,           0 ,          4 ,              4 ,    7 ,2025
7/27/25  ,Maharashtra ,Nagpur   , 441102 ,           0 ,          4 ,              4 ,    7 ,2025
7/27/25  ,Maharashtra ,Nagpur   , 441202 ,           1 ,          0 ,              1 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440001 ,           6 ,          4 ,             10 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          1 ,              1 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440006 ,           0 ,          2 ,              2 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440015 ,           7 ,         12 ,             19 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440022 ,           4 ,         10 ,             14 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440023 ,           4 ,          5 ,              9 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440025 ,           7 ,          3 ,             10 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440026 ,          10 ,         42 ,             52 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440027 ,          24 ,         16 ,             40 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440033 ,           6 ,          0 ,              6 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 440034 ,          26 ,         24 ,             50 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 441101 ,           0 ,          1 ,              1 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 441305 ,           0 ,          2 ,              2 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440001 ,           5 ,         11 ,             16 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440006 ,           2 ,          3 ,              5 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440015 ,           1 ,         11 ,             12 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440025 ,           1 ,          8 ,              9 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440037 ,           0 ,          3 ,              3 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441105 ,           8 ,         10 ,             18 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441110 ,          17 ,         26 ,             43 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441203 ,           8 ,         27 ,             35 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441302 ,           3 ,         20 ,             23 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441305 ,           2 ,         11 ,             13 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441401 ,          16 ,         45 ,             61 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 441502 ,           4 ,          3 ,              7 ,    7 ,2025
8/27/25  ,Maharashtra ,Nagpur   , 441203 ,           0 ,          1 ,              1 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440004 ,           1 ,          4 ,              5 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440006 ,           3 ,          3 ,              6 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440010 ,           3 ,         13 ,             16 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440019 ,           3 ,          1 ,              4 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440023 ,          14 ,         27 ,             41 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 440024 ,           9 ,         27 ,             36 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441101 ,           3 ,         10 ,             13 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441105 ,           3 ,          6 ,              9 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441106 ,          20 ,         48 ,             68 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441108 ,          18 ,         47 ,             65 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441109 ,           4 ,          7 ,             11 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441202 ,           5 ,         23 ,             28 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441203 ,          10 ,         25 ,             35 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441301 ,           4 ,          5 ,              9 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441302 ,           2 ,         23 ,             25 ,    8 ,2025
8/28/25  ,Maharashtra ,Nagpur   , 441501 ,           3 ,          6 ,              9 ,    8 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 440008 ,          31 ,         59 ,             90 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 440009 ,          48 ,         38 ,             86 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 440027 ,          37 ,         55 ,             92 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 440037 ,           1 ,          5 ,              6 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 441113 ,          26 ,         24 ,             50 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 441122 ,          10 ,         12 ,             22 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 441203 ,          61 ,         46 ,            107 ,    9 ,2025
9/16/25  ,Maharashtra ,Nagpur   , 441204 ,          13 ,         22 ,             35 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440003 ,           4 ,         11 ,             15 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440012 ,           1 ,          0 ,              1 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440013 ,          34 ,         28 ,             62 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440015 ,           5 ,         10 ,             15 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440017 ,          32 ,         34 ,             66 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 440024 ,          15 ,         38 ,             53 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441102 ,           7 ,         15 ,             22 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441103 ,           6 ,         21 ,             27 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441105 ,           4 ,          6 ,             10 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441110 ,          24 ,         56 ,             80 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441123 ,           0 ,          3 ,              3 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441203 ,          18 ,         22 ,             40 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441214 ,           1 ,          7 ,              8 ,    9 ,2025
9/11/25  ,Maharashtra ,Nagpur   , 441304 ,           7 ,         15 ,             22 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440002 ,          32 ,         31 ,             63 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440004 ,           0 ,          2 ,              2 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440009 ,          41 ,         42 ,             83 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440012 ,           2 ,          3 ,              5 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440019 ,           3 ,          2 ,              5 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440025 ,          15 ,          8 ,             23 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440035 ,          35 ,         44 ,             79 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 440036 ,           5 ,          5 ,             10 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 441002 ,          26 ,         31 ,             57 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 441214 ,           6 ,         11 ,             17 ,    9 ,2025
9/12/25  ,Maharashtra ,Nagpur   , 441404 ,           6 ,          3 ,              9 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440001 ,           9 ,         13 ,             22 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440005 ,           7 ,          1 ,              8 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440019 ,           3 ,          1 ,              4 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440033 ,           2 ,          4 ,              6 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440035 ,          74 ,         33 ,            107 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 440036 ,          10 ,          5 ,             15 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441002 ,          14 ,         20 ,             34 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441106 ,          48 ,         17 ,             65 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441108 ,          11 ,          8 ,             19 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441122 ,           1 ,          1 ,              2 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441214 ,          11 ,          7 ,             18 ,    9 ,2025
9/13/25  ,Maharashtra ,Nagpur   , 441502 ,           7 ,          6 ,             13 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440001 ,          12 ,         13 ,             25 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440002 ,          41 ,         39 ,             80 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          1 ,              1 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440006 ,           2 ,          6 ,              8 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440022 ,          28 ,         23 ,             51 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440032 ,          20 ,          9 ,             29 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440033 ,          11 ,          7 ,             18 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 440035 ,          73 ,         38 ,            111 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 441107 ,          25 ,         24 ,             49 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 441111 ,          34 ,         23 ,             57 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 441122 ,          21 ,         15 ,             36 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 441202 ,          51 ,         39 ,             90 ,    9 ,2025
9/17/25  ,Maharashtra ,Nagpur   , 441214 ,          20 ,         21 ,             41 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440001 ,          12 ,         15 ,             27 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440009 ,          39 ,         31 ,             70 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440010 ,          10 ,         22 ,             32 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440013 ,          30 ,         34 ,             64 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440016 ,          17 ,         12 ,             29 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440024 ,          55 ,         43 ,             98 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440030 ,          14 ,         17 ,             31 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 440033 ,           6 ,         14 ,             20 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441104 ,           6 ,         20 ,             26 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441109 ,          14 ,          4 ,             18 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441204 ,          15 ,         25 ,             40 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441303 ,           2 ,          9 ,             11 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441304 ,          24 ,         22 ,             46 ,    9 ,2025
9/18/25  ,Maharashtra ,Nagpur   , 441401 ,          49 ,         51 ,            100 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 440004 ,           4 ,          3 ,              7 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 440012 ,           2 ,          9 ,             11 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 440018 ,          33 ,         30 ,             63 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 440037 ,           3 ,          2 ,              5 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441101 ,           8 ,         18 ,             26 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441105 ,           7 ,         12 ,             19 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441122 ,           5 ,         10 ,             15 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441202 ,          43 ,         21 ,             64 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441404 ,          13 ,          7 ,             20 ,    9 ,2025
9/19/25  ,Maharashtra ,Nagpur   , 441502 ,          31 ,          6 ,             37 ,    9 ,2025
9/21/25  ,Maharashtra ,Nagpur   , 440009 ,           3 ,          3 ,              6 ,    9 ,2025
9/21/25  ,Maharashtra ,Nagpur   , 440013 ,           5 ,         10 ,             15 ,    9 ,2025
9/21/25  ,Maharashtra ,Nagpur   , 440030 ,           6 ,          4 ,             10 ,    9 ,2025
9/21/25  ,Maharashtra ,Nagpur   , 440032 ,           0 ,          1 ,              1 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440007 ,           2 ,          0 ,              2 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440010 ,          16 ,         16 ,             32 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440022 ,          17 ,          8 ,             25 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440023 ,          11 ,         15 ,             26 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440033 ,           8 ,          8 ,             16 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 440034 ,          60 ,         30 ,             90 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441102 ,          20 ,         12 ,             32 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441107 ,           2 ,          7 ,              9 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441111 ,          19 ,         18 ,             37 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441202 ,          26 ,         16 ,             42 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441203 ,          18 ,         15 ,             33 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441302 ,          11 ,         30 ,             41 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441306 ,           5 ,          7 ,             12 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441401 ,           2 ,          6 ,              8 ,    9 ,2025
9/20/25  ,Maharashtra ,Nagpur   , 441501 ,          21 ,          5 ,             26 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 440004 ,           2 ,          1 ,              3 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 440021 ,           6 ,          4 ,             10 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 440024 ,          88 ,         43 ,            131 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 440033 ,          23 ,          4 ,             27 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 440035 ,          72 ,         48 ,            120 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441001 ,           3 ,          3 ,              6 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441105 ,          13 ,         20 ,             33 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441107 ,          20 ,         25 ,             45 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441113 ,          16 ,         11 ,             27 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441202 ,          38 ,         22 ,             60 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441303 ,           1 ,          2 ,              3 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441305 ,           8 ,         13 ,             21 ,    9 ,2025
9/22/25  ,Maharashtra ,Nagpur   , 441501 ,          29 ,         24 ,             53 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 440009 ,          44 ,         44 ,             88 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 440017 ,          57 ,         65 ,            122 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 440023 ,          36 ,         47 ,             83 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 441109 ,           6 ,          3 ,              9 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 441202 ,          31 ,         30 ,             61 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 441210 ,          33 ,         42 ,             75 ,    9 ,2025
9/23/25  ,Maharashtra ,Nagpur   , 441502 ,          12 ,         11 ,             23 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440002 ,          38 ,         37 ,             75 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440006 ,          13 ,          3 ,             16 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440007 ,           2 ,          2 ,              4 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440024 ,          48 ,         28 ,             76 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440025 ,           6 ,         11 ,             17 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440027 ,          23 ,         28 ,             51 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 440032 ,          12 ,         10 ,             22 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441002 ,          67 ,         23 ,             90 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441101 ,          11 ,         30 ,             41 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441103 ,          12 ,         14 ,             26 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441107 ,          18 ,         26 ,             44 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441122 ,          11 ,         15 ,             26 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441201 ,          19 ,         31 ,             50 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441301 ,          24 ,         17 ,             41 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441305 ,          15 ,         24 ,             39 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441306 ,          40 ,         21 ,             61 ,    9 ,2025
9/26/25  ,Maharashtra ,Nagpur   , 441502 ,          30 ,          6 ,             36 ,    9 ,2025
9/25/25  ,Maharashtra ,Nagpur   , 440017 ,          65 ,         48 ,            113 ,    9 ,2025
9/25/25  ,Maharashtra ,Nagpur   , 440032 ,           5 ,          8 ,             13 ,    9 ,2025
9/25/25  ,Maharashtra ,Nagpur   , 441001 ,          16 ,          6 ,             22 ,    9 ,2025
9/25/25  ,Maharashtra ,Nagpur   , 441101 ,           8 ,          9 ,             17 ,    9 ,2025
9/25/25  ,Maharashtra ,Nagpur   , 441104 ,          27 ,         43 ,             70 ,    9 ,2025
