date,state,district,pincode,age_0_5,age_5_17,age_18_greater
02-11-2025,Haryana,Hisar,125038,1,0,0
02-11-2025,Haryana,Hisar,125042,2,0,0
02-11-2025,Haryana,Hisar,125049,6,0,0
02-11-2025,Haryana,Hisar,125050,1,0,0
02-11-2025,Haryana,Hisar,125121,11,0,0
01-11-2025,Haryana,Hisar,125001,4,0,0
01-11-2025,Haryana,Hisar,125039,1,0,0
01-11-2025,Haryana,Hisar,125052,2,0,0
03-11-2025,Haryana,Hisar,125001,12,0,0
03-11-2025,Haryana,Hisar,125004,3,0,0
03-11-2025,Haryana,Hisar,125049,1,0,0
03-11-2025,Haryana,Hisar,125052,1,1,0
12-11-2025,Haryana,Hisar,125001,14,1,0
12-11-2025,Haryana,Hisar,125004,1,0,0
12-11-2025,Haryana,Hisar,125052,3,0,0
13-11-2025,Haryana,Hisar,125004,2,0,0
11-11-2025,Haryana,Hisar,125033,8,0,0
11-11-2025,Haryana,Hisar,125038,2,0,0
11-11-2025,Haryana,Hisar,125044,1,0,0
11-11-2025,Haryana,Hisar,125049,2,0,0
11-11-2025,Haryana,Hisar,125052,16,0,0
17-11-2025,Haryana,Hisar,125004,1,0,0
17-11-2025,Haryana,Hisar,125052,4,0,0
25-11-2025,Haryana,Hisar,125033,7,0,2
25-11-2025,Haryana,Hisar,125052,5,0,0
15-12-2025,Haryana,Hisar,125006,1,1,0
15-12-2025,Haryana,Hisar,125112,2,0,0
15-12-2025,Haryana,Hisar,125121,15,1,0
21-12-2025,Haryana,Hisar,125006,1,0,0
21-12-2025,Haryana,Hisar,125121,6,0,0
05-11-2025,Haryana,Hisar,125001,14,2,0
05-11-2025,Haryana,Hisar,125033,16,0,0
05-11-2025,Haryana,Hisar,125042,1,0,0
05-11-2025,Haryana,Hisar,125049,4,0,0
05-11-2025,Haryana,Hisar,125113,5,0,0
05-11-2025,Haryana,Hisar,125121,9,1,0
06-11-2025,Haryana,Hisar,125039,3,0,0
06-11-2025,Haryana,Hisar,125113,5,0,0
06-11-2025,Haryana,Hisar,125121,1,2,0
08-11-2025,Haryana,Hisar,125004,3,1,0
08-11-2025,Haryana,Hisar,125005,3,0,0
08-11-2025,Haryana,Hisar,125039,7,1,0
08-11-2025,Haryana,Hisar,125121,3,1,0
09-11-2025,Haryana,Hisar,125047,1,0,0
10-11-2025,Haryana,Hisar,125005,2,0,0
10-11-2025,Haryana,Hisar,125044,3,0,0
10-11-2025,Haryana,Hisar,125047,2,1,0
10-11-2025,Haryana,Hisar,125049,4,0,0
14-11-2025,Haryana,Hisar,125049,1,0,0
14-11-2025,Haryana,Hisar,125052,3,0,0
19-11-2025,Haryana,Hisar,125004,5,0,0
19-11-2025,Haryana,Hisar,125033,11,2,0
19-11-2025,Haryana,Hisar,125048,1,0,0
19-11-2025,Haryana,Hisar,125112,8,0,0
18-11-2025,Haryana,Hisar,125005,7,0,0
18-11-2025,Haryana,Hisar,125112,2,0,0
23-12-2025,Haryana,Hisar,125033,11,0,0
23-12-2025,Haryana,Hisar,125044,3,0,0
23-12-2025,Haryana,Hisar,125121,6,0,0
22-12-2025,Haryana,Hisar,125042,6,0,0
22-12-2025,Haryana,Hisar,125044,4,0,0
22-12-2025,Haryana,Hisar,125113,6,0,0
25-12-2025,Haryana,Hisar,125033,4,0,0
25-12-2025,Haryana,Hisar,125042,1,0,0
25-12-2025,Haryana,Hisar,125044,2,0,0
25-12-2025,Haryana,Hisar,125052,4,0,0
24-12-2025,Haryana,Hisar,125006,1,0,0
27-12-2025,Haryana,Hisar,125001,9,0,0
27-12-2025,Haryana,Hisar,125121,8,0,0
26-12-2025,Haryana,Hisar,125001,15,0,0
28-12-2025,Haryana,Hisar,125113,13,1,0
29-12-2025,Haryana,Hisar,125047,1,0,0
29-12-2025,Haryana,Hisar,125112,1,0,0
29-12-2025,Haryana,Hisar,125113,1,0,0
01-01-2026,Haryana,Hisar,125001,30,3,0
01-01-2026,Haryana,Hisar,125004,4,0,0
01-01-2026,Haryana,Hisar,125033,21,0,0
31-12-2025,Haryana,Hisar,125044,2,0,0
31-12-2025,Haryana,Hisar,125113,8,0,0
03-01-2026,Haryana,Hisar,125001,1,0,0
02-01-2026,Haryana,Hisar,125005,1,0,0
02-01-2026,Haryana,Hisar,125044,1,0,0
02-01-2026,Haryana,Hisar,125047,3,0,0
02-01-2026,Haryana,Hisar,125121,6,1,0
09-06-2025,Haryana,Hisar,125001,16,4,0
09-06-2025,Haryana,Hisar,125038,2,0,0
09-06-2025,Haryana,Hisar,125052,9,2,0
11-06-2025,Haryana,Hisar,125038,2,0,0
11-06-2025,Haryana,Hisar,125039,5,1,0
11-06-2025,Haryana,Hisar,125112,1,0,0
10-06-2025,Haryana,Hisar,125004,2,0,0
10-06-2025,Haryana,Hisar,125006,5,0,0
10-06-2025,Haryana,Hisar,125047,3,0,0
10-06-2025,Haryana,Hisar,125121,10,0,0
12-06-2025,Haryana,Hisar,125005,1,0,0
12-06-2025,Haryana,Hisar,125112,4,0,0
16-06-2025,Haryana,Hisar,125005,4,0,0
16-06-2025,Haryana,Hisar,125050,1,0,0
16-06-2025,Haryana,Hisar,125052,6,0,0
17-06-2025,Haryana,Hisar,125038,2,0,0
17-06-2025,Haryana,Hisar,125039,5,0,0
15-06-2025,Haryana,Hisar,125001,2,0,0
15-06-2025,Haryana,Hisar,125047,0,1,0
19-06-2025,Haryana,Hisar,125001,25,7,0
19-06-2025,Haryana,Hisar,125005,3,0,0
19-06-2025,Haryana,Hisar,125006,2,0,0
18-06-2025,Haryana,Hisar,125001,17,0,0
01-09-2025,Haryana,Hisar,125006,1,0,0
01-09-2025,Haryana,Hisar,125042,2,0,0
01-09-2025,Haryana,Hisar,125052,11,0,0
03-09-2025,Haryana,Hisar,125004,2,0,0
03-09-2025,Haryana,Hisar,125038,3,0,0
03-09-2025,Haryana,Hisar,125047,1,0,0
03-09-2025,Haryana,Hisar,125113,2,0,0
03-09-2025,Haryana,Hisar,125121,3,3,0
04-09-2025,Haryana,Hisar,125039,3,0,0
04-09-2025,Haryana,Hisar,125047,1,0,0
02-09-2025,Haryana,Hisar,125047,1,0,0
05-09-2025,Haryana,Hisar,125033,7,0,0
05-09-2025,Haryana,Hisar,125038,2,0,0
05-09-2025,Haryana,Hisar,125049,1,0,0
06-09-2025,Haryana,Hisar,125001,15,0,0
06-09-2025,Haryana,Hisar,125039,2,0,0
07-09-2025,Haryana,Hisar,125001,2,0,0
10-09-2025,Haryana,Hisar,125053,1,0,0
10-09-2025,Haryana,Hisar,125055,0,1,0
10-09-2025,Haryana,Hisar,125113,2,1,0
08-09-2025,Haryana,Hisar,125006,1,0,0
08-09-2025,Haryana,Hisar,125038,3,1,0
09-09-2025,Haryana,Hisar,125006,2,0,0
09-09-2025,Haryana,Hisar,125044,2,0,0
09-09-2025,Haryana,Hisar,125052,10,3,0
12-09-2025,Haryana,Hisar,125006,1,0,0
12-09-2025,Haryana,Hisar,125042,1,0,0
11-09-2025,Haryana,Hisar,125005,2,0,0
14-09-2025,Haryana,Hisar,125044,3,0,0
15-09-2025,Haryana,Hisar,125038,1,0,0
15-09-2025,Haryana,Hisar,125113,10,0,0
13-09-2025,Haryana,Hisar,125004,7,0,0
13-09-2025,Haryana,Hisar,125006,1,1,0
13-09-2025,Haryana,Hisar,125044,7,0,0
13-09-2025,Haryana,Hisar,125052,1,0,0
13-09-2025,Haryana,Hisar,125121,1,0,0
16-09-2025,Haryana,Hisar,125001,27,3,0
16-09-2025,Haryana,Hisar,125044,4,0,0
18-09-2025,Haryana,Hisar,125052,7,0,0
18-09-2025,Haryana,Hisar,125113,3,0,0
17-09-2025,Haryana,Hisar,125006,2,0,0
17-09-2025,Haryana,Hisar,125047,6,0,0
20-09-2025,Haryana,Hisar,125042,1,0,0
20-09-2025,Haryana,Hisar,125113,1,0,0
19-09-2025,Haryana,Hisar,125112,1,0,0
19-09-2025,Haryana,Hisar,125113,1,0,0
23-09-2025,Haryana,Hisar,125049,1,0,0
23-09-2025,Haryana,Hisar,125113,1,0,0
23-09-2025,Haryana,Hisar,125121,0,1,0
22-09-2025,Haryana,Hisar,125042,1,0,0
26-09-2025,Haryana,Hisar,125049,2,0,0
25-09-2025,Haryana,Hisar,125001,16,0,0
25-09-2025,Haryana,Hisar,125005,3,0,0
25-09-2025,Haryana,Hisar,125033,6,0,0
25-09-2025,Haryana,Hisar,125044,3,1,0
25-09-2025,Haryana,Hisar,125052,13,0,0
24-09-2025,Haryana,Hisar,125006,4,0,0
28-09-2025,Haryana,Hisar,125001,5,0,0
26-10-2025,Haryana,Hisar,125042,1,0,0
26-10-2025,Haryana,Hisar,125052,4,0,0
13-10-2025,Haryana,Hisar,125049,1,0,0
13-10-2025,Haryana,Hisar,125052,2,0,0
13-10-2025,Haryana,Hisar,125113,3,0,0
16-10-2025,Haryana,Hisar,125042,1,0,0
15-10-2025,Haryana,Hisar,125033,12,1,0
15-10-2025,Haryana,Hisar,125044,1,0,0
15-10-2025,Haryana,Hisar,125047,3,0,0
15-10-2025,Haryana,Hisar,125049,2,0,0
15-10-2025,Haryana,Hisar,125052,2,0,0
18-10-2025,Haryana,Hisar,125005,1,0,0
18-10-2025,Haryana,Hisar,125033,10,2,0
18-10-2025,Haryana,Hisar,125039,12,0,0
18-10-2025,Haryana,Hisar,125042,4,0,0
17-10-2025,Haryana,Hisar,125001,36,1,0
17-10-2025,Haryana,Hisar,125005,4,0,0
17-10-2025,Haryana,Hisar,125037,1,0,0
17-10-2025,Haryana,Hisar,125038,4,0,0
19-10-2025,Haryana,Hisar,125033,14,1,0
19-10-2025,Haryana,Hisar,125038,2,0,0
19-10-2025,Haryana,Hisar,125042,2,0,0
20-10-2025,Haryana,Hisar,125001,2,0,0
24-10-2025,Haryana,Hisar,125039,7,2,0
24-10-2025,Haryana,Hisar,125113,2,0,0
25-10-2025,Haryana,Hisar,125006,2,0,0
25-10-2025,Haryana,Hisar,125048,1,0,0
25-10-2025,Haryana,Hisar,125049,1,0,0
28-10-2025,Haryana,Hisar,125033,12,0,1
28-10-2025,Haryana,Hisar,125039,4,0,0
29-10-2025,Haryana,Hisar,125006,1,0,0
27-10-2025,Haryana,Hisar,125001,4,0,0
27-10-2025,Haryana,Hisar,125033,1,0,0
27-10-2025,Haryana,Hisar,125052,3,0,0
30-10-2025,Haryana,Hisar,125038,5,0,0
30-10-2025,Haryana,Hisar,125052,19,1,0
31-10-2025,Haryana,Hisar,125047,7,0,0
01-11-2025,Haryana,Hisar,125005,1,0,0
01-11-2025,Haryana,Hisar,125121,4,0,0
02-11-2025,Haryana,Hisar,125004,2,0,0
02-11-2025,Haryana,Hisar,125005,2,0,0
02-11-2025,Haryana,Hisar,125033,18,0,0
02-11-2025,Haryana,Hisar,125037,1,0,0
11-11-2025,Haryana,Hisar,125004,2,0,0
11-11-2025,Haryana,Hisar,125047,2,1,0
11-11-2025,Haryana,Hisar,125113,4,0,0
17-11-2025,Haryana,Hisar,125001,10,0,1
17-11-2025,Haryana,Hisar,125047,1,0,0
17-11-2025,Haryana,Hisar,125113,1,0,0
16-11-2025,Haryana,Hisar,125052,4,0,0
25-11-2025,Haryana,Hisar,125004,1,0,0
15-12-2025,Haryana,Hisar,125004,6,0,0
15-12-2025,Haryana,Hisar,125052,12,1,0
05-11-2025,Haryana,Hisar,125005,1,1,0
05-11-2025,Haryana,Hisar,125038,1,0,0
05-11-2025,Haryana,Hisar,125039,1,0,0
03-11-2025,Haryana,Hisar,125006,1,0,0
03-11-2025,Haryana,Hisar,125037,1,0,0
03-11-2025,Haryana,Hisar,125039,4,0,0
04-11-2025,Haryana,Hisar,125001,1,0,0
08-11-2025,Haryana,Hisar,125052,5,1,0
07-11-2025,Haryana,Hisar,125001,8,1,0
07-11-2025,Haryana,Hisar,125004,2,0,0
07-11-2025,Haryana,Hisar,125042,1,0,0
06-11-2025,Haryana,Hisar,125001,10,2,0
06-11-2025,Haryana,Hisar,125049,1,0,0
06-11-2025,Haryana,Hisar,125052,5,0,0
10-11-2025,Haryana,Hisar,125038,2,0,0
10-11-2025,Haryana,Hisar,125121,2,0,0
14-11-2025,Haryana,Hisar,125001,10,1,0
14-11-2025,Haryana,Hisar,125005,1,0,0
14-11-2025,Haryana,Hisar,125047,2,1,0
14-11-2025,Haryana,Hisar,125112,1,0,0
14-11-2025,Haryana,Hisar,125113,4,0,0
13-11-2025,Haryana,Hisar,125049,1,0,0
13-11-2025,Haryana,Hisar,125121,4,0,0
15-11-2025,Haryana,Hisar,125004,4,0,0
15-11-2025,Haryana,Hisar,125037,1,2,0
15-11-2025,Haryana,Hisar,125044,4,0,0
15-11-2025,Haryana,Hisar,125047,5,1,0
15-11-2025,Haryana,Hisar,125113,7,0,0
19-11-2025,Haryana,Hisar,125001,32,4,0
19-11-2025,Haryana,Hisar,125039,7,0,0
19-11-2025,Haryana,Hisar,125042,10,0,0
18-11-2025,Haryana,Hisar,125001,19,0,0
18-11-2025,Haryana,Hisar,125033,13,0,0
18-11-2025,Haryana,Hisar,125042,5,0,0
18-11-2025,Haryana,Hisar,125047,3,0,0
22-12-2025,Haryana,Hisar,125001,55,0,0
22-12-2025,Haryana,Hisar,125033,30,0,0
22-12-2025,Haryana,Hisar,125047,7,0,0
22-12-2025,Haryana,Hisar,125052,15,0,0
21-12-2025,Haryana,Hisar,125037,1,0,0
21-12-2025,Haryana,Hisar,125039,3,0,0
21-12-2025,Haryana,Hisar,125047,2,0,0
21-12-2025,Haryana,Hisar,125048,1,0,0
21-12-2025,Haryana,Hisar,125112,1,0,0
23-12-2025,Haryana,Hisar,125038,1,0,0
23-12-2025,Haryana,Hisar,125039,2,0,0
26-12-2025,Haryana,Hisar,125037,3,0,0
26-12-2025,Haryana,Hisar,125042,3,0,0
26-12-2025,Haryana,Hisar,125044,2,0,0
26-12-2025,Haryana,Hisar,125121,3,0,0
25-12-2025,Haryana,Hisar,125038,2,0,0
27-12-2025,Haryana,Hisar,125039,4,0,0
29-12-2025,Haryana,Hisar,125004,2,0,0
29-12-2025,Haryana,Hisar,125039,1,0,0
29-12-2025,Haryana,Hisar,125044,4,0,0
28-12-2025,Haryana,Hisar,125006,2,0,0
28-12-2025,Haryana,Hisar,125033,10,0,0
28-12-2025,Haryana,Hisar,125049,1,0,0
28-12-2025,Haryana,Hisar,125112,5,0,0
01-01-2026,Haryana,Hisar,125121,4,1,0
31-12-2025,Haryana,Hisar,125052,7,1,0
31-12-2025,Haryana,Hisar,125121,7,2,0
02-01-2026,Haryana,Hisar,125004,3,0,0
02-01-2026,Haryana,Hisar,125049,2,0,0
02-01-2026,Haryana,Hisar,125052,6,1,0
09-06-2025,Haryana,Hisar,125004,2,0,0
09-06-2025,Haryana,Hisar,125121,4,1,0
12-06-2025,Haryana,Hisar,125006,4,0,0
12-06-2025,Haryana,Hisar,125044,2,0,0
12-06-2025,Haryana,Hisar,125047,1,2,0
12-06-2025,Haryana,Hisar,125052,3,0,0
12-06-2025,Haryana,Hisar,125121,4,0,0
10-06-2025,Haryana,Hisar,125001,11,2,0
10-06-2025,Haryana,Hisar,125037,1,0,0
10-06-2025,Haryana,Hisar,125039,9,1,0
10-06-2025,Haryana,Hisar,125042,4,0,0
10-06-2025,Haryana,Hisar,125049,1,0,0
10-06-2025,Haryana,Hisar,125052,4,0,0
10-06-2025,Haryana,Hisar,125112,1,0,0
13-06-2025,Haryana,Hisar,125001,4,2,0
13-06-2025,Haryana,Hisar,125033,6,1,1
13-06-2025,Haryana,Hisar,125039,2,0,0
14-06-2025,Haryana,Hisar,125004,1,0,0
14-06-2025,Haryana,Hisar,125113,1,0,0
16-06-2025,Haryana,Hisar,125037,0,1,0
16-06-2025,Haryana,Hisar,125039,2,1,0
16-06-2025,Haryana,Hisar,125042,4,0,0
16-06-2025,Haryana,Hisar,125044,4,0,0
16-06-2025,Haryana,Hisar,125047,1,1,0
17-06-2025,Haryana,Hisar,125001,10,6,0
17-06-2025,Haryana,Hisar,125004,1,0,0
17-06-2025,Haryana,Hisar,125047,3,0,0
17-06-2025,Haryana,Hisar,125052,1,0,0
17-06-2025,Haryana,Hisar,125113,2,0,0
18-06-2025,Haryana,Hisar,125044,1,0,0
18-06-2025,Haryana,Hisar,125052,4,0,0
19-06-2025,Haryana,Hisar,125038,3,0,0
19-06-2025,Haryana,Hisar,125042,2,0,0
19-06-2025,Haryana,Hisar,125112,1,0,0
01-09-2025,Haryana,Hisar,125044,5,0,0
01-09-2025,Haryana,Hisar,125047,1,0,0
01-09-2025,Haryana,Hisar,125112,1,0,0
01-06-2025,Haryana,Hisar,125001,350,46,10
03-09-2025,Haryana,Hisar,125050,1,0,0
02-09-2025,Haryana,Hisar,125001,20,1,0
02-09-2025,Haryana,Hisar,125005,1,0,0
02-09-2025,Haryana,Hisar,125033,2,0,0
02-09-2025,Haryana,Hisar,125038,3,0,0
02-09-2025,Haryana,Hisar,125121,3,0,0
04-09-2025,Haryana,Hisar,125121,2,0,0
06-09-2025,Haryana,Hisar,125033,2,2,0
06-09-2025,Haryana,Hisar,125047,2,0,0
06-09-2025,Haryana,Hisar,125121,1,0,0
05-09-2025,Haryana,Hisar,125039,4,0,0
05-09-2025,Haryana,Hisar,125121,6,0,0
10-09-2025,Haryana,Hisar,125001,23,4,0
10-09-2025,Haryana,Hisar,125047,5,0,0
10-09-2025,Haryana,Hisar,125052,8,2,0
10-09-2025,Haryana,Hisar,125121,6,2,0
08-09-2025,Haryana,Hisar,125044,6,0,0
08-09-2025,Haryana,Hisar,125112,2,0,0
08-09-2025,Haryana,Hisar,125113,7,1,0
09-09-2025,Haryana,Hisar,125001,12,1,0
09-09-2025,Haryana,Hisar,125048,1,0,0
12-09-2025,Haryana,Hisar,125112,2,1,0
11-09-2025,Haryana,Hisar,125044,3,0,0
11-09-2025,Haryana,Hisar,125121,10,1,0
15-09-2025,Haryana,Hisar,125006,2,0,0
15-09-2025,Haryana,Hisar,125039,6,0,0
15-09-2025,Haryana,Hisar,125121,6,0,0
16-09-2025,Haryana,Hisar,125004,1,0,0
16-09-2025,Haryana,Hisar,125033,10,0,0
16-09-2025,Haryana,Hisar,125039,1,0,0
16-09-2025,Haryana,Hisar,125052,6,0,0
17-09-2025,Haryana,Hisar,125033,9,0,0
17-09-2025,Haryana,Hisar,125052,5,0,0
19-09-2025,Haryana,Hisar,125047,4,0,0
19-09-2025,Haryana,Hisar,125121,5,0,0
20-09-2025,Haryana,Hisar,125039,1,0,0
20-09-2025,Haryana,Hisar,125049,3,0,0
23-09-2025,Haryana,Hisar,125052,2,0,0
25-09-2025,Haryana,Hisar,125004,1,0,0
25-09-2025,Haryana,Hisar,125047,2,1,0
25-09-2025,Haryana,Hisar,125053,1,0,0
24-09-2025,Haryana,Hisar,125005,2,1,0
24-09-2025,Haryana,Hisar,125033,7,0,0
24-09-2025,Haryana,Hisar,125049,1,0,0
24-09-2025,Haryana,Hisar,125113,3,0,0
26-09-2025,Haryana,Hisar,125001,17,2,0
26-09-2025,Haryana,Hisar,125033,10,1,0
26-09-2025,Haryana,Hisar,125037,1,0,0
26-09-2025,Haryana,Hisar,125052,4,0,0
26-09-2025,Haryana,Hisar,125121,7,1,0
26-10-2025,Haryana,Hisar,125044,2,1,0
26-10-2025,Haryana,Hisar,125047,1,0,0
26-10-2025,Haryana,Hisar,125121,2,1,0
13-10-2025,Haryana,Hisar,125044,1,0,0
15-10-2025,Haryana,Hisar,125001,29,0,0
15-10-2025,Haryana,Hisar,125042,3,0,0
16-10-2025,Haryana,Hisar,125004,2,0,0
17-10-2025,Haryana,Hisar,125004,2,0,0
17-10-2025,Haryana,Hisar,125042,6,0,0
17-10-2025,Haryana,Hisar,125047,5,2,0
17-10-2025,Haryana,Hisar,125049,3,0,0
18-10-2025,Haryana,Hisar,125112,2,0,0
19-10-2025,Haryana,Hisar,125001,19,0,0
19-10-2025,Haryana,Hisar,125044,1,0,0
19-10-2025,Haryana,Hisar,125121,7,1,0
20-10-2025,Haryana,Hisar,125039,1,0,0
21-10-2025,Haryana,Hisar,125112,1,0,0
24-10-2025,Haryana,Hisar,125033,11,0,0
25-10-2025,Haryana,Hisar,125047,1,0,0
25-10-2025,Haryana,Hisar,125052,6,1,0
25-10-2025,Haryana,Hisar,125112,1,0,0
25-10-2025,Haryana,Hisar,125113,8,0,0
27-10-2025,Haryana,Hisar,125004,1,0,0
27-10-2025,Haryana,Hisar,125039,4,0,0
27-10-2025,Haryana,Hisar,125042,1,0,0
27-10-2025,Haryana,Hisar,125121,6,0,0
28-10-2025,Haryana,Hisar,125001,13,2,0
28-10-2025,Haryana,Hisar,125047,2,2,0
28-10-2025,Haryana,Hisar,125112,2,0,0
31-10-2025,Haryana,Hisar,125033,24,1,0
31-10-2025,Haryana,Hisar,125049,1,0,0
30-10-2025,Haryana,Hisar,125006,6,1,0
30-10-2025,Haryana,Hisar,125039,24,1,0
30-10-2025,Haryana,Hisar,125047,15,2,0
30-10-2025,Haryana,Hisar,125049,10,0,0
30-10-2025,Haryana,Hisar,125113,10,1,0
30-10-2025,Haryana,Hisar,125121,21,0,0
02-11-2025,Haryana,Hisar,125113,2,0,0
09-11-2025,Haryana,Hisar,125033,10,1,0
09-11-2025,Haryana,Hisar,125112,1,0,0
09-11-2025,Haryana,Hisar,125113,0,1,0
10-11-2025,Haryana,Hisar,125112,1,0,0
05-11-2025,Haryana,Hisar,125006,1,0,0
05-11-2025,Haryana,Hisar,125044,4,0,0
05-11-2025,Haryana,Hisar,125047,2,0,0
06-11-2025,Haryana,Hisar,125038,2,0,0
06-11-2025,Haryana,Hisar,125044,2,0,0
06-11-2025,Haryana,Hisar,125047,1,0,0
03-11-2025,Haryana,Hisar,125042,0,1,0
03-11-2025,Haryana,Hisar,125113,5,0,0
03-11-2025,Haryana,Hisar,125121,4,0,0
07-11-2025,Haryana,Hisar,125044,1,0,0
08-11-2025,Haryana,Hisar,125006,2,0,0
08-11-2025,Haryana,Hisar,125049,2,0,0
12-11-2025,Haryana,Hisar,125033,7,0,0
12-11-2025,Haryana,Hisar,125113,3,0,0
12-11-2025,Haryana,Hisar,125121,7,0,0
11-11-2025,Haryana,Hisar,125121,7,0,0
13-11-2025,Haryana,Hisar,125033,6,0,0
13-11-2025,Haryana,Hisar,125113,4,0,0
14-11-2025,Haryana,Hisar,125121,7,1,0
15-11-2025,Haryana,Hisar,125005,4,0,0
15-11-2025,Haryana,Hisar,125121,26,2,0
16-11-2025,Haryana,Hisar,125004,2,0,0
16-11-2025,Haryana,Hisar,125005,1,1,0
16-11-2025,Haryana,Hisar,125033,7,0,0
16-11-2025,Haryana,Hisar,125042,2,1,0
16-11-2025,Haryana,Hisar,125044,2,0,0
16-11-2025,Haryana,Hisar,125112,1,0,0
16-11-2025,Haryana,Hisar,125121,5,0,0
17-11-2025,Haryana,Hisar,125039,2,0,0
18-11-2025,Haryana,Hisar,125006,1,0,0
19-11-2025,Haryana,Hisar,125038,1,0,0
19-11-2025,Haryana,Hisar,125044,6,0,0
19-11-2025,Haryana,Hisar,125047,7,1,0
19-11-2025,Haryana,Hisar,125113,7,0,0
19-11-2025,Haryana,Hisar,125121,20,0,0
25-11-2025,Haryana,Hisar,125001,9,1,0
25-11-2025,Haryana,Hisar,125005,0,1,0
25-11-2025,Haryana,Hisar,125042,2,0,0
25-11-2025,Haryana,Hisar,125044,3,0,0
25-11-2025,Haryana,Hisar,125113,1,1,0
25-11-2025,Haryana,Hisar,125121,11,0,0
15-12-2025,Haryana,Hisar,125044,2,0,0
15-12-2025,Haryana,Hisar,125113,6,0,0
22-12-2025,Haryana,Hisar,125006,1,0,0
22-12-2025,Haryana,Hisar,125037,3,0,0
22-12-2025,Haryana,Hisar,125038,5,0,0
22-12-2025,Haryana,Hisar,125048,1,0,0
21-12-2025,Haryana,Hisar,125042,1,0,0
21-12-2025,Haryana,Hisar,125113,4,0,0
23-12-2025,Haryana,Hisar,125001,27,0,0
23-12-2025,Haryana,Hisar,125113,3,0,0
24-12-2025,Haryana,Hisar,125044,5,0,0
24-12-2025,Haryana,Hisar,125048,2,0,0
24-12-2025,Haryana,Hisar,125049,1,0,0
24-12-2025,Haryana,Hisar,125053,1,0,0
25-12-2025,Haryana,Hisar,125001,16,1,0
25-12-2025,Haryana,Hisar,125005,3,0,0
25-12-2025,Haryana,Hisar,125037,1,0,0
25-12-2025,Haryana,Hisar,125039,4,0,0
26-12-2025,Haryana,Hisar,125004,1,0,0
26-12-2025,Haryana,Hisar,125033,7,0,0
26-12-2025,Haryana,Hisar,125113,4,0,0
28-12-2025,Haryana,Hisar,125039,5,0,0
28-12-2025,Haryana,Hisar,125042,5,0,0
28-12-2025,Haryana,Hisar,125121,17,2,0
27-12-2025,Haryana,Hisar,125006,3,0,0
27-12-2025,Haryana,Hisar,125042,4,0,0
27-12-2025,Haryana,Hisar,125052,1,0,0
27-12-2025,Haryana,Hisar,125112,1,0,0
29-12-2025,Haryana,Hisar,125001,11,2,0
31-12-2025,Haryana,Hisar,125004,1,0,0
31-12-2025,Haryana,Hisar,125005,3,0,0
31-12-2025,Haryana,Hisar,125033,16,0,0
31-12-2025,Haryana,Hisar,125037,1,0,0
31-12-2025,Haryana,Hisar,125049,4,0,0
01-01-2026,Haryana,Hisar,125006,3,0,0
01-01-2026,Haryana,Hisar,125038,2,0,0
01-01-2026,Haryana,Hisar,125044,3,0,0
01-01-2026,Haryana,Hisar,125112,1,0,0
02-01-2026,Haryana,Hisar,125112,2,0,0
03-01-2026,Haryana,Hisar,125113,1,0,0
09-06-2025,Haryana,Hisar,125037,1,0,0
09-06-2025,Haryana,Hisar,125042,2,0,0
09-06-2025,Haryana,Hisar,125049,2,0,0
09-06-2025,Haryana,Hisar,125113,5,2,0
12-06-2025,Haryana,Hisar,125001,10,2,0
12-06-2025,Haryana,Hisar,125042,3,0,0
12-06-2025,Haryana,Hisar,125113,3,0,0
11-06-2025,Haryana,Hisar,125048,1,0,0
11-06-2025,Haryana,Hisar,125052,2,1,0
11-06-2025,Haryana,Hisar,125113,1,0,0
10-06-2025,Haryana,Hisar,125005,1,0,0
10-06-2025,Haryana,Hisar,125033,11,0,0
14-06-2025,Haryana,Hisar,125005,1,0,0
14-06-2025,Haryana,Hisar,125052,2,0,0
17-06-2025,Haryana,Hisar,125033,13,1,0
17-06-2025,Haryana,Hisar,125044,2,0,0
18-06-2025,Haryana,Hisar,125006,1,0,0
19-06-2025,Haryana,Hisar,125039,6,0,0
19-06-2025,Haryana,Hisar,125047,3,0,0
19-06-2025,Haryana,Hisar,125049,4,0,0
19-06-2025,Haryana,Hisar,125050,1,0,0
19-06-2025,Haryana,Hisar,125113,7,1,0
